Date,Weekday,Dayparts,OWNER,Station,Time Played,Artist,Title,Rel. Date,GRC,genre,ensemble,gender,race,city,b2b_gender
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:20:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Tampa,X
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:23:00 AM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:26:00 AM,"HAYES, WALKER",AA,2021,R,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:29:00 AM,"URBAN, KEITH",Somebody Like You,2002,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:33:00 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:36:00 AM,"PARMALEE/BROWN, BLANCO",Just The Way,2019,R,c-,collab,men,multiethnic,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:39:00 AM,"BRICE, LEE",Soul,2020,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:48:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:51:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:54:00 AM,"BRYAN, LUKE",Up,2021,R,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:57:00 AM,"PARDI, JON",Dirt On My Boots,2016,G,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:00:00 AM,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:04:00 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:08:00 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:16:00 AM,"MCCREERY, SCOTTY",See You Tonight,2013,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:20:00 AM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:23:00 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:26:00 AM,"JANSON, CHRIS",Bye Mom,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:29:00 AM,"RUCKER, DARIUS",Wagon Wheel,2012,G,c-,solo,men,black,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:33:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:37:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Tampa,X
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:40:00 AM,LADY ANTEBELLUM,What A Song Can Do,2021,R,c-,trio,male-female,white,Tampa,X
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:49:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:52:00 AM,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:55:00 AM,BROTHERS OSBORNE,I'm Not For Everyone,2020,C,c-,duo,men,white,Tampa,X
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:57:00 AM,"ERNEST/WALLEN, MORGAN",Flower Shops,2022,R,c-,collab,men,white,Tampa,X
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:09:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Tampa,X
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:11:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:15:00 AM,"BENTLEY, DIERKS",Drunk On A Plane,2014,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:19:00 AM,DAN + SHAY,Steal My Love,2021,R,c-,duo,men,multiethnic,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:30:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:33:00 AM,"URBAN, KEITH",Days Go By,2004,G,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:36:00 AM,"CHESNEY, KENNY",Everyone She Knows,2020,R,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:40:00 AM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:43:00 AM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:47:00 AM,"ALDEAN, JASON",When She Says Baby,2012,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:49:00 AM,HARDY,Give Heaven Some Hell,2020,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:53:00 AM,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:55:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:58:00 AM,"STRAIT, GEORGE",Carrying Your Love With Me,1997,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,6:04:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,6:08:00 AM,"UNDERWOOD, CARRIE",Cowboy Casanova,2009,G,c-,solo,women,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,6:18:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,6:24:00 AM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,6:38:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,6:47:00 AM,"ALDEAN, JASON",Dirt Road Anthem,2010,G,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,6:52:00 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,6:57:00 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:01:00 AM,BROOKS & DUNN,Boot Scootin' Boogie,1992,G,c-,duo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:02:00 AM,"ALDEAN, JASON",My Kinda Party,2010,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:04:00 AM,"TWAIN, SHANIA",Any Man Of Mine,1995,G,c-,solo,women,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:05:00 AM,AC/DC,You Shook Me All Night Long,1980,G,p-,group,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:06:00 AM,"SMITH, WILL",Gettin' Jiggy Wit It,1997,G,p-,solo,men,black,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:08:00 AM,"BRYAN, LUKE",Country Girl (Shake It For Me),2011,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:09:00 AM,HOUSE OF PAIN,Jump Around,1992,G,p-,group,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:10:00 AM,"RHETT, THOMAS",T-Shirt,2015,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:12:00 AM,CHUMBAWAMBA,Tubthumping,1997,G,p-,group,male-female,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:25:00 AM,FLORIDA GEORGIA LINE,Long Live,2020,R,c-,duo,men,white,Tampa,X
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:38:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Tampa,X
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:48:00 AM,"MCGRAW, TIM",Just To See You Smile,1997,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:52:00 AM,"BARRETT, GABBY",I Hope,2019,G,c-,solo,women,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:56:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,8:03:00 AM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,8:16:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,8:24:00 AM,"PARDI, JON",Last Night Lonely,2022,R,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,8:41:00 AM,"PARDI, JON",Dirt On My Boots,2016,G,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,8:50:00 AM,"SWIFT, TAYLOR",Our Song,2006,G,c-,solo,women,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,8:56:00 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:01:00 AM,BROOKS & DUNN,Boot Scootin' Boogie,1992,G,c-,duo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:02:00 AM,"ALDEAN, JASON",My Kinda Party,2010,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:03:00 AM,"TWAIN, SHANIA",Any Man Of Mine,1995,G,c-,solo,women,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:05:00 AM,AC/DC,You Shook Me All Night Long,1980,G,p-,group,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:06:00 AM,"SMITH, WILL",Gettin' Jiggy Wit It,1997,G,p-,solo,men,black,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:07:00 AM,"BRYAN, LUKE",Country Girl (Shake It For Me),2011,G,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:08:00 AM,HOUSE OF PAIN,Jump Around,1992,G,p-,group,men,white,Tampa,X
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:09:00 AM,"RHETT, THOMAS",T-Shirt,2015,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:11:00 AM,CHUMBAWAMBA,Tubthumping,1997,G,p-,group,male-female,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:24:00 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:41:00 AM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:52:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:55:00 AM,KID ROCK,Picture,2001,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:59:00 AM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:02:00 AM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:05:00 AM,"YOUNG, CHRIS",Hangin' On,2017,G,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:08:00 AM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:19:00 AM,LADY ANTEBELLUM,Downtown,2013,G,c-,trio,male-female,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:22:00 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:25:00 AM,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:28:00 AM,"BRYAN, LUKE",All My Friends Say,2006,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:32:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:36:00 AM,"PARMALEE/BROWN, BLANCO",Just The Way,2019,R,c-,collab,men,multiethnic,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:39:00 AM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:48:00 AM,"HOUSER, RANDY",Runnin' Outta Moonlight,2013,G,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:51:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:54:00 AM,"JACKSON, ALAN/BUFFETT, JIMMY",It's Five O'Clock Somewhere,2003,G,c-,collab,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:58:00 AM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:01:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:04:00 AM,"SHELTON, BLAKE",Boys 'Round Here,2013,G,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:08:00 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:20:00 AM,"JANSON, CHRIS",Fix A Drink,2017,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:23:00 AM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:26:00 AM,"MCGRAW, TIM",Just To See You Smile,1997,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:30:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:32:00 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:35:00 AM,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:38:00 AM,"ALDEAN, JASON",Burnin' It Down,2014,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:48:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:51:00 AM,ELI YOUNG BAND,Love Ain't,2018,G,c-,group,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:54:00 AM,"BRYAN, LUKE",Up,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:56:00 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:59:00 AM,"RUCKER, DARIUS",Come Back Song,2010,G,c-,solo,men,black,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:03:00 PM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:06:00 PM,MONTGOMERY GENTRY,Something To Be Proud Of,2004,G,c-,duo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:10:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:13:00 PM,"SCOTT, DYLAN",New Truck,2021,R,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:16:00 PM,FLORIDA GEORGIA LINE,Sippin' On Fire,2014,G,c-,duo,men,white,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:19:00 PM,"MCCREERY, SCOTTY",You Time,2020,R,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:22:00 PM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:25:00 PM,"URBAN, KEITH",Better Life,2004,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:29:00 PM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:33:00 PM,"CHURCH, ERIC",Springsteen,2011,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:36:00 PM,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:39:00 PM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:42:00 PM,SUGARLAND,Stay,2006,G,c-,duo,male-female,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:47:00 PM,"HUNT, SAM",Body Like A Back Road,2017,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:50:00 PM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:53:00 PM,LADY ANTEBELLUM,Bartender,2014,G,c-,trio,male-female,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,1:04:00 PM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,1:08:00 PM,FLORIDA GEORGIA LINE,Cruise,2012,G,c-,duo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,1:11:00 PM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,1:15:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,1:17:00 PM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,1:20:00 PM,RASCAL FLATTS,These Days,2002,G,c-,trio,men,white,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,1:23:00 PM,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,1:34:00 PM,"BENTLEY, DIERKS",Living,2018,G,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,1:37:00 PM,"BROWN, KANE",One Mississippi,2021,R,c-,solo,men,multiethnic,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,1:41:00 PM,"ALDEAN, JASON",Take A Little Ride,2012,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,1:44:00 PM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,1:47:00 PM,"PARMALEE/BROWN, BLANCO",Just The Way,2019,R,c-,collab,men,multiethnic,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,1:50:00 PM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,1:53:00 PM,"MCGRAW, TIM",Where The Green Grass Grows,1997,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,2:04:00 PM,"DICKERSON, RUSSELL",Home Sweet,2020,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,2:07:00 PM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,2:10:00 PM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,2:14:00 PM,BROOKS & DUNN,Ain't Nothing 'Bout You,2001,G,c-,duo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,2:17:00 PM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,2:21:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,2:24:00 PM,"BRYAN, LUKE",I See You,2013,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,2:35:00 PM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,2:39:00 PM,"COMBS, LUKE",She Got The Best Of Me,2018,G,c-,solo,men,white,Tampa,B2Bmen
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,2:41:00 PM,"JACKSON, ALAN",Gone Country,1994,G,c-,solo,men,white,Tampa,X
2/25/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,2:46:00 PM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Tampa,X
