date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,lgbtq,b2b_gender,b2b_combinedGender,b2b_collabGender,b2b_lgbtq,b2b_raceGender
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:15:00 PM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:18:00 PM,ZAC BROWN BAND,Chicken Fried,2008,G,c-,group,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:21:00 PM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:38:00 PM,"LYNCH, DUSTIN",Momma's House,2019,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:42:00 PM,"CHURCH, ERIC",Springsteen,2011,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:45:00 PM,PARMALEE,Take My Name,2021,R,c-,group,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:48:00 PM,"PARDI, JON",Dirt On My Boots,2016,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:51:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:55:00 PM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,4:58:00 PM,"ALLAN, GARY",Watching Airplanes,2007,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:01:00 PM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:04:00 PM,"JONES, GEORGE",Finally Friday,1993,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:06:00 PM,"CURRINGTON, BILLY",Do I Make You Wanna,2015,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:10:00 PM,FLORIDA GEORGIA LINE,Long Live,2020,R,c-,duo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:13:00 PM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:16:00 PM,"SHELTON, BLAKE",Honey Bee,2011,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:19:00 PM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:23:00 PM,"URBAN, KEITH",Who Wouldn't Wanna Be Me,2002,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:26:00 PM,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:39:00 PM,"COMBS, LUKE",Better Together,2019,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:42:00 PM,"BROWN, KANE/ALAINA, LAUREN",What Ifs,2016,G,c-,collab,male-female,multiethnic,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:45:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Charlotte,false,B2Bmixed,B2BCombWomen,B2BCollabWomen,B2BStraight,X
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,5:48:00 PM,"HUNT, SAM",Breaking Up Was Easy In The...,2020,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:01:00 PM,"ALDEAN, JASON",Got What I Got,2019,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:04:00 PM,"UNDERWOOD, CARRIE",Blown Away,2012,G,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:07:00 PM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:21:00 PM,"DICKERSON, RUSSELL",Blue Tacoma,2016,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:24:00 PM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:36:00 PM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:39:00 PM,"STAPLETON, CHRIS",Broken Halos,2016,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:42:00 PM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:45:00 PM,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:47:00 PM,"UNDERWOOD, CARRIE",Before He Cheats,2005,G,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",PMD,iHeartMedia,WKKT-FM,6:59:00 PM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:04:00 PM,"BRYAN, LUKE",I Don't Want This Night To End,2011,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:08:00 PM,"ERNEST/WALLEN, MORGAN",Flower Shops,2022,R,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:20:00 PM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:23:00 PM,"MCCREERY, SCOTTY",This Is It,2018,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:26:00 PM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:29:00 PM,KID ROCK,All Summer Long,2007,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:33:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:36:00 PM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:39:00 PM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:50:00 PM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:54:00 PM,"BENTLEY, DIERKS",Living,2018,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,7:58:00 PM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:01:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Charlotte,false,B2Bmixed,B2BCombWomen,B2BCollabWomen,B2BStraight,B2BwhiteMixed
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:04:00 PM,"MCCREERY, SCOTTY",You Time,2020,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:07:00 PM,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:18:00 PM,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:22:00 PM,"OWEN, JAKE",Barefoot Blue Jean Night,2011,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:25:00 PM,"HAYES, WALKER",AA,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:28:00 PM,"BRYAN, LUKE",Down To One,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:32:00 PM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:35:00 PM,"GILBERT, BRANTLEY",Bottoms Up,2013,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:39:00 PM,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:52:00 PM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:55:00 PM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,8:58:00 PM,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:01:00 PM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:04:00 PM,FLORIDA GEORGIA LINE,H.O.L.Y.,2016,G,c-,duo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:07:00 PM,"DEAN, JACKSON",Don't Come Lookin',2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:19:00 PM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:22:00 PM,"MOORE, JUSTIN",The Ones That Didn't Make It..,2018,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:25:00 PM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:28:00 PM,"UNDERWOOD, CARRIE",All-American Girl,2007,G,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:32:00 PM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:36:00 PM,"SWINDELL, COLE",Single Saturday Night,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:39:00 PM,"SHELTON, BLAKE",Come Back As A Country Boy,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:49:00 PM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:52:00 PM,ELI YOUNG BAND,Love Ain't,2018,G,c-,group,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:55:00 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,9:59:00 PM,"RUCKER, DARIUS",Wagon Wheel,2012,G,c-,solo,men,black,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:02:00 PM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:07:00 PM,"WALLEN, MORGAN",Whiskey Glasses,2016,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:10:00 PM,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:23:00 PM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:26:00 PM,"BENTLEY, DIERKS",Somewhere On A Beach,2016,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:29:00 PM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:32:00 PM,"HUNT, SAM",Kinfolks,2019,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:35:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:38:00 PM,"BRYAN, LUKE",I See You,2013,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:41:00 PM,"UNDERWOOD, CARRIE",Ghost Story,2022,R,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:52:00 PM,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,Charlotte,false,X,B2BCombWomen,B2BCollabWomen,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:56:00 PM,"YOUNG, CHRIS",Hangin' On,2017,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,10:58:00 PM,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:03:00 PM,"ALDEAN, JASON",Got What I Got,2019,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:06:00 PM,"RHETT, THOMAS",Unforgettable,2017,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:08:00 PM,"LAMBERT, MIRANDA",If I Was A Cowboy,2021,R,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:19:00 PM,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:23:00 PM,FLORIDA GEORGIA LINE,Long Live,2020,R,c-,duo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:25:00 PM,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:28:00 PM,"BRYAN, LUKE",That's My Kind Of Night,2013,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:31:00 PM,"YOUNG, BRETT",You Didn't,2021,C,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:35:00 PM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:39:00 PM,"WADE, MORGAN",Wilder Days,2021,R,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:51:00 PM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:54:00 PM,"COMBS, LUKE",Even Though I'm Leaving,2019,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
4/29/22,"Friday, regular",EVE,iHeartMedia,WKKT-FM,11:58:00 PM,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
5/20/22,"Friday, Wilson",OVN,iHeartMedia,WKKT-FM,12:01:00 AM,"JONES, GEORGE",Finally Friday,1993,G,c-,solo,men,white,Charlotte,false,X,X,X,X,X
5/20/22,"Friday, Wilson",OVN,iHeartMedia,WKKT-FM,12:03:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
5/20/22,"Friday, Wilson",OVN,iHeartMedia,WKKT-FM,12:06:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
5/20/22,"Friday, Wilson",OVN,iHeartMedia,WKKT-FM,12:09:00 AM,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
5/20/22,"Friday, Wilson",OVN,iHeartMedia,WKKT-FM,12:13:00 AM,"HUBBARD, TYLER",5 Foot 9,2022,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
5/20/22,"Friday, Wilson",OVN,iHeartMedia,WKKT-FM,12:21:00 AM,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
5/20/22,"Friday, Wilson",OVN,iHeartMedia,WKKT-FM,12:24:00 AM,"ERNEST/WALLEN, MORGAN",Flower Shops,2022,R,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
5/20/22,"Friday, Wilson",OVN,iHeartMedia,WKKT-FM,12:28:00 AM,DAN + SHAY,All To Myself,2018,G,c-,duo,men,multiethnic,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
5/20/22,"Friday, Wilson",OVN,iHeartMedia,WKKT-FM,12:30:00 AM,"YOUNG, CHRIS/TENPENNY, MITCHELL",At The End Of A Bar,2021,R,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
5/20/22,"Friday, Wilson",OVN,iHeartMedia,WKKT-FM,12:33:00 AM,"ELDREDGE, BRETT",Don't Ya,2012,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
5/20/22,"Friday, Wilson",OVN,iHeartMedia,WKKT-FM,12:36:00 AM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
5/20/22,"Friday, Wilson",OVN,iHeartMedia,WKKT-FM,12:39:00 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Charlotte,false,X,X,X,B2BStraight,X
5/20/22,"Friday, Wilson",OVN,iHeartMedia,WKKT-FM,12:49:00 AM,"DICKERSON, RUSSELL/SCOTT, JAKE",She Likes It,2021,R,c-,collab,men,white,Charlotte,false,X,X,X,B2BStraight,X
5/20/22,"Friday, Wilson",OVN,iHeartMedia,WKKT-FM,12:52:00 AM,"COMBS, LUKE",Doin' This,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
5/20/22,"Friday, Wilson",OVN,iHeartMedia,WKKT-FM,12:56:00 AM,"BRYAN, LUKE",Roller Coaster,2013,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
5/20/22,"Friday, Wilson",OVN,iHeartMedia,WKKT-FM,1:00:00 AM,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
