date,weekday,dayparts,owner,station,time,artist,title,release,grc,genre,ensemble,gender,race,city,lgbtq,b2b_gender,b2b_combinedGender,b2b_collabGender,b2b_lgbtq,b2b_raceGender
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,7:47:00 AM,"WALLEN, MORGAN",Whiskey Glasses,2016,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,7:51:00 AM,"LANE, CHRIS",I Don't Know About You,2018,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,7:55:00 AM,"ALDEAN, JASON",When She Says Baby,2012,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,7:57:00 AM,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,8:00:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,8:03:00 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,8:06:00 AM,"URBAN, KEITH",Somebody Like You,2002,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,8:10:00 AM,"MCCREERY, SCOTTY",You Time,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,8:13:00 AM,"BRYAN, LUKE",Country Girl (Shake It For Me),2011,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,8:16:00 AM,"STELL, MATT",Prayed For You,2018,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,8:20:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,8:22:00 AM,FLORIDA GEORGIA LINE,Get Your Shine On,2012,G,c-,duo,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,8:26:00 AM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,8:29:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,8:32:00 AM,RASCAL FLATTS,What Hurts The Most,2005,G,c-,trio,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,8:36:00 AM,"SWINDELL, COLE",Single Saturday Night,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,8:39:00 AM,"BARRETT, GABBY",I Hope,2019,G,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,8:42:00 AM,"SHELTON, BLAKE",Honey Bee,2011,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,8:46:00 AM,"HUNT, SAM",Breaking Up Was Easy In The...,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,8:49:00 AM,"MCCREERY, SCOTTY",This Is It,2018,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,9:01:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,9:04:00 AM,"BRYAN, LUKE",Rain Is A Good Thing,2009,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,9:07:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,9:10:00 AM,"LYNCH, DUSTIN",Momma's House,2019,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,9:14:00 AM,"CHESNEY, KENNY",American Kids,2014,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,9:17:00 AM,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,9:20:00 AM,"COMBS, LUKE",Even Though I'm Leaving,2019,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,9:33:00 AM,"MCGRAW, TIM",Live Like You Were Dying,2004,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,9:37:00 AM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,9:49:00 AM,OLD DOMINION,One Man Band,2019,G,c-,group,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,9:52:00 AM,"SHELTON, BLAKE/STEFANI, GWEN",Nobody But You,2019,G,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,9:55:00 AM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling…,2020,R,c-,collab,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",AMD,iHeartMedia,WKKT-FM,9:58:00 AM,"RUCKER, DARIUS",Wagon Wheel,2012,G,c-,solo,men,black,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,10:02:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,10:06:00 AM,"ATKINS, RODNEY",Watching You,2006,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,10:09:00 AM,"HUNT, SAM",Hard To Forget,2020,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,10:20:00 AM,"LANE, CHRIS","Big, Big Plans",2019,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,10:23:00 AM,"ALDEAN, JASON",Tattoos On This Town,2010,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,10:27:00 AM,"BALLERINI, KELSEA/CHESNEY, KENNY",Half Of My Hometown,2020,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,10:31:00 AM,FLORIDA GEORGIA LINE,Long Live,2020,R,c-,duo,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,10:33:00 AM,"MESSINA, JO DEE","Heads Carolina, Tails Calif.",1995,G,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,10:36:00 AM,"MCCREERY, SCOTTY",You Time,2020,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,10:39:00 AM,"BRYAN, LUKE","Sunrise, Sunburn, Sunset",2017,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,10:49:00 AM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,10:52:00 AM,"CHURCH, ERIC",Drink In My Hand,2011,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,10:55:00 AM,"ALDEAN, JASON",Got What I Got,2019,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,11:05:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,11:08:00 AM,"CHESNEY, KENNY/UNCLE KRACKER",When The Sun Goes Down,2004,G,c-,collab,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,11:11:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,11:14:00 AM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,11:17:00 AM,"SCOTT, DYLAN",My Girl,2016,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,11:20:00 AM,MADDIE & TAE,Die From A Broken Heart,2018,G,c-,duo,women,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,11:23:00 AM,"DAVIS, JORDAN/BRYAN, LUKE",Buy Dirt,2021,R,c-,collab,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,11:32:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,11:36:00 AM,LONESTAR,Amazed,1999,G,c-,group,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,11:40:00 AM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,11:42:00 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,11:46:00 AM,"RHETT, THOMAS",It Goes Like This,2013,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,11:48:00 AM,"PARMALEE/BROWN, BLANCO",Just The Way,2019,R,c-,collab,men,multiethnic,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,11:52:00 AM,"BRYAN, LUKE",One Margarita,2020,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,11:55:00 AM,ELI YOUNG BAND,Love Ain't,2018,G,c-,group,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,11:58:00 AM,"BENTLEY, DIERKS",Living,2018,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,12:01:00 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,12:04:00 PM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling…,2020,R,c-,collab,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,12:08:00 PM,FLORIDA GEORGIA LINE,Cruise,2012,G,c-,duo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,12:11:00 PM,"JANSON, CHRIS",Good Vibes,2019,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,12:14:00 PM,"HUNT, SAM",Breaking Up Was Easy In The...,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,12:17:00 PM,"CURRINGTON, BILLY",Good Directions,2005,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,12:21:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,12:23:00 PM,"ALDEAN, JASON",Girl Like You,2018,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,12:34:00 PM,"SCOTT, DYLAN",Nobody,2019,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,12:37:00 PM,"UNDERWOOD, CARRIE",All-American Girl,2007,G,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,12:40:00 PM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,12:44:00 PM,"WALLEN, MORGAN",Whiskey Glasses,2016,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,12:48:00 PM,"FLORIDA GEORGIA LINE/MCGRAW, TIM",May We All,2016,G,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,12:51:00 PM,"COMBS, LUKE",Better Together,2019,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,1:02:00 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,1:05:00 PM,"BRYAN, LUKE",Down To One,2020,R,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,1:09:00 PM,"ALDEAN, JASON",My Kinda Party,2010,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,1:21:00 PM,"MCCREERY, SCOTTY",You Time,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,1:25:00 PM,"MURPHY, DAVID LEE",Dust On The Bottle,1995,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,1:27:00 PM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,1:31:00 PM,"HUNT, SAM",Leave The Night On,2014,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,1:34:00 PM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,1:37:00 PM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,1:41:00 PM,"BRYAN, LUKE",That's My Kind Of Night,2013,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,1:51:00 PM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,1:54:00 PM,"OWEN, JAKE",Made For You,2018,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,1:57:00 PM,"RHETT, THOMAS",What's Your Country Song,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,2:00:00 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,2:03:00 PM,"KEITH, TOBY",I Love This Bar,2003,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,2:07:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,2:18:00 PM,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,2:20:00 PM,"BRICE, LEE",Hard To Love,2012,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,2:24:00 PM,"CHURCH, ERIC",Heart On Fire,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,2:28:00 PM,"SWINDELL, COLE",Single Saturday Night,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,2:31:00 PM,"STRAIT, GEORGE",Carried Away,1996,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,2:34:00 PM,"RODGERS, JAMESON/COMBS, LUKE",Cold Beer Calling…,2020,R,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,2:37:00 PM,"HUNT, SAM",Kinfolks,2019,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,2:48:00 PM,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,2:51:00 PM,"BRYAN, LUKE",I Don't Want This Night To End,2011,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,2:55:00 PM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
1/7/22,"Friday, Morris",MID,iHeartMedia,WKKT-FM,2:57:00 PM,"SHELTON, BLAKE",Ol' Red,2001,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WKKT-FM,3:01:00 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WKKT-FM,3:05:00 PM,"ALDEAN, JASON",When She Says Baby,2012,G,c-,solo,men,white,Charlotte,false,X,X,X,B2BStraight,X
1/7/22,"Friday, Morris",PMD,iHeartMedia,WKKT-FM,3:07:00 PM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WKKT-FM,3:22:00 PM,"COMBS, LUKE/CHURCH, ERIC",Does To Me,2019,G,c-,collab,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WKKT-FM,3:25:00 PM,"LANE, CHRIS","Big, Big Plans",2019,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WKKT-FM,3:28:00 PM,BROOKS & DUNN,Red Dirt Road,2003,G,c-,duo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WKKT-FM,3:32:00 PM,FLORIDA GEORGIA LINE,Long Live,2020,R,c-,duo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WKKT-FM,3:35:00 PM,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WKKT-FM,3:38:00 PM,"HOUSER, RANDY",Runnin' Outta Moonlight,2013,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WKKT-FM,3:42:00 PM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WKKT-FM,3:45:00 PM,"MCGRAW, TIM",Where The Green Grass Grows,1997,G,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
1/7/22,"Friday, Morris",PMD,iHeartMedia,WKKT-FM,3:48:00 PM,"MCCREERY, SCOTTY",You Time,2020,R,c-,solo,men,white,Charlotte,false,B2Bmen,B2BCombMen,B2BCollabMen,B2BStraight,B2BwhiteMen
